[[315, 24, 2, 1963, 4, 32, 34, 44, 45, 47], [429, 25, 4, 1965, 27, 32, 34, 44, 45, 47]]
[[318, 17, 3, 1963, 2, 9, 10, 14, 32, 39], [2847, 18, 7, 1992, 2, 9, 10, 14, 33, 39]]
[[325, 5, 5, 1963, 1, 27, 34, 40, 44, 46], [4879, 27, 7, 2010, 1, 6, 27, 34, 40, 46]]
[[338, 4, 8, 1963, 1, 5, 17, 23, 37, 48], [6511, 29, 12, 2020, 1, 17, 23, 37, 45, 48]]
[[340, 18, 8, 1963, 13, 18, 20, 23, 27, 40], [6300, 24, 8, 2019, 13, 18, 23, 27, 40, 48]]
[[349, 20, 10, 1963, 6, 10, 15, 19, 34, 43], [2633, 30, 6, 1990, 6, 10, 15, 32, 34, 43]]
[[363, 26, 1, 1964, 4, 7, 11, 24, 31, 39], [1893, 29, 5, 1983, 4, 7, 11, 19, 24, 31]]
[[381, 31, 5, 1964, 8, 21, 25, 29, 35, 36], [1987, 22, 4, 1984, 8, 14, 21, 29, 35, 36]]
[[391, 9, 8, 1964, 7, 18, 30, 31, 33, 46], [1748, 10, 1, 1982, 7, 18, 30, 33, 44, 46]]
[[401, 18, 10, 1964, 6, 14, 21, 28, 30, 34], [893, 10, 6, 1973, 6, 14, 21, 28, 34, 38]]
[[429, 25, 4, 1965, 27, 32, 34, 44, 45, 47], [315, 24, 2, 1963, 4, 32, 34, 44, 45, 47]]
[[430, 2, 5, 1965, 5, 7, 11, 15, 16, 38], [3003, 15, 1, 1994, 7, 11, 13, 15, 16, 38]]
[[434, 30, 5, 1965, 9, 12, 18, 36, 44, 45], [3135, 22, 4, 1995, 9, 18, 22, 36, 44, 45]]
[[441, 18, 7, 1965, 2, 4, 6, 17, 27, 49], [5836, 6, 9, 2016, 2, 4, 6, 17, 34, 49]]
[[466, 9, 1, 1966, 17, 23, 26, 30, 31, 32], [6110, 7, 6, 2018, 23, 26, 30, 31, 32, 35], [6407, 30, 4, 2020, 10, 17, 23, 26, 30, 32]]
[[478, 27, 3, 1966, 6, 9, 20, 34, 40, 42], [6334, 12, 11, 2019, 9, 20, 34, 40, 42, 43]]
[[500, 28, 8, 1966, 18, 22, 23, 26, 28, 41], [1387, 23, 7, 1978, 18, 22, 23, 26, 28, 48]]
[[502, 11, 9, 1966, 4, 7, 9, 13, 28, 49], [3153, 24, 6, 1995, 7, 9, 13, 15, 28, 49]]
[[503, 18, 9, 1966, 3, 10, 11, 12, 28, 29], [5021, 23, 6, 2011, 3, 11, 12, 28, 29, 43]]
[[549, 30, 7, 1967, 15, 20, 29, 33, 39, 46], [5043, 13, 8, 2011, 15, 20, 29, 33, 34, 46]]
[[550, 6, 8, 1967, 2, 20, 30, 44, 47, 49], [5835, 3, 9, 2016, 2, 20, 37, 44, 47, 49]]
[[584, 24, 3, 1968, 2, 9, 12, 23, 24, 32], [3131, 8, 4, 1995, 2, 9, 12, 23, 24, 47]]
[[586, 7, 4, 1968, 2, 20, 21, 23, 38, 49], [2451, 1, 10, 1988, 2, 20, 21, 38, 48, 49]]
[[594, 2, 6, 1968, 13, 15, 25, 29, 37, 40], [1481, 17, 6, 1979, 13, 15, 16, 25, 29, 37]]
[[602, 28, 7, 1968, 2, 24, 26, 36, 37, 46], [2231, 23, 8, 1986, 2, 24, 26, 37, 40, 46], [4582, 2, 9, 2008, 24, 26, 33, 36, 37, 46]]
[[603, 4, 8, 1968, 3, 12, 14, 29, 32, 41], [3810, 10, 10, 2001, 3, 12, 14, 28, 29, 41]]
[[618, 17, 11, 1968, 6, 16, 21, 30, 40, 47], [5672, 20, 8, 2015, 6, 16, 21, 30, 47, 48]]
[[631, 16, 2, 1969, 7, 12, 13, 18, 21, 24], [239, 10, 9, 1961, 7, 13, 18, 21, 23, 24]]
[[639, 6, 4, 1969, 3, 19, 24, 41, 42, 45], [4047, 17, 1, 2004, 3, 19, 24, 31, 41, 45]]
[[645, 18, 5, 1969, 6, 25, 26, 33, 34, 35], [4801, 26, 1, 2010, 6, 23, 25, 26, 33, 35]]
[[674, 7, 12, 1969, 4, 13, 15, 25, 27, 31], [3797, 25, 8, 2001, 4, 15, 25, 27, 31, 33]]
[[677, 21, 12, 1969, 3, 28, 32, 36, 37, 40], [6411, 9, 5, 2020, 8, 28, 32, 36, 37, 40]]
[[679, 4, 1, 1970, 3, 13, 19, 22, 32, 36], [4415, 28, 7, 2007, 3, 19, 22, 23, 32, 36]]
[[694, 12, 4, 1970, 4, 11, 25, 31, 36, 43], [3391, 4, 10, 1997, 4, 11, 25, 28, 36, 43]]
[[704, 21, 6, 1970, 1, 10, 22, 30, 45, 47], [2481, 14, 1, 1989, 1, 10, 19, 22, 30, 47]]
[[718, 27, 9, 1970, 19, 24, 26, 35, 42, 45], [3424, 28, 1, 1998, 19, 24, 26, 32, 35, 42]]
[[756, 30, 5, 1971, 13, 15, 20, 29, 40, 49], [1637, 14, 12, 1980, 13, 15, 20, 29, 30, 49]]
[[761, 4, 7, 1971, 20, 27, 30, 38, 47, 49], [6469, 22, 9, 2020, 16, 20, 27, 30, 38, 47]]
[[762, 11, 7, 1971, 5, 13, 20, 24, 39, 43], [6059, 8, 2, 2018, 5, 17, 20, 24, 39, 43]]
[[765, 1, 8, 1971, 5, 13, 18, 23, 30, 32], [5465, 24, 4, 2014, 5, 8, 18, 23, 30, 32]]
[[782, 14, 11, 1971, 1, 2, 5, 9, 10, 13], [2632, 30, 6, 1990, 2, 5, 9, 10, 13, 24]]
[[786, 5, 12, 1971, 15, 23, 30, 33, 45, 47], [2828, 13, 5, 1992, 7, 23, 30, 33, 45, 47]]
[[789, 19, 12, 1971, 3, 4, 8, 32, 39, 49], [3709, 21, 10, 2000, 3, 4, 8, 21, 32, 49]]
[[795, 23, 1, 1972, 12, 14, 19, 23, 33, 46], [2128, 31, 8, 1985, 12, 14, 19, 23, 27, 46]]
[[800, 20, 2, 1972, 20, 22, 31, 34, 39, 46], [1551, 17, 2, 1980, 17, 22, 31, 34, 39, 46]]
[[813, 7, 5, 1972, 3, 6, 7, 21, 41, 45], [4735, 25, 8, 2009, 3, 7, 21, 34, 41, 45]]
[[830, 13, 8, 1972, 14, 15, 27, 42, 43, 49], [1362, 30, 4, 1978, 14, 27, 33, 42, 43, 49]]
[[837, 17, 9, 1972, 2, 8, 18, 30, 44, 46], [6019, 7, 11, 2017, 2, 8, 18, 27, 30, 46]]
[[847, 5, 11, 1972, 1, 5, 14, 15, 28, 41], [2366, 12, 12, 1987, 1, 5, 10, 15, 28, 41], [4075, 24, 4, 2004, 1, 14, 15, 28, 37, 41]]
[[881, 15, 4, 1973, 16, 21, 22, 32, 42, 44], [5436, 15, 2, 2014, 16, 21, 27, 32, 42, 44]]
[[884, 6, 5, 1973, 2, 4, 15, 20, 22, 29], [5390, 31, 10, 2013, 2, 4, 18, 20, 22, 29]]
[[893, 10, 6, 1973, 6, 14, 21, 28, 34, 38], [401, 18, 10, 1964, 6, 14, 21, 28, 30, 34]]
[[900, 15, 7, 1973, 6, 29, 34, 35, 36, 41], [4539, 24, 5, 2008, 6, 23, 29, 34, 35, 36]]
[[904, 5, 8, 1973, 4, 13, 25, 27, 47, 48], [4378, 21, 3, 2007, 4, 17, 25, 27, 47, 48]]
[[907, 19, 8, 1973, 4, 15, 24, 30, 41, 45], [1861, 6, 2, 1983, 4, 15, 24, 26, 30, 45]]
[[929, 2, 12, 1973, 13, 17, 28, 29, 48, 49], [5029, 12, 7, 2011, 14, 17, 28, 29, 48, 49]]
[[942, 3, 2, 1974, 5, 26, 27, 43, 45, 46], [4113, 4, 9, 2004, 13, 26, 27, 43, 45, 46]]
[[950, 10, 3, 1974, 13, 15, 18, 27, 30, 34], [4200, 6, 7, 2005, 15, 18, 24, 27, 30, 34]]
[[954, 7, 4, 1974, 5, 14, 21, 26, 35, 40], [242, 1, 10, 1961, 5, 14, 21, 26, 40, 44]]
[[957, 14, 4, 1974, 2, 10, 21, 33, 35, 44], [1835, 7, 11, 1982, 2, 10, 21, 33, 36, 44]]
[[968, 9, 6, 1974, 6, 14, 24, 26, 34, 42], [207, 29, 1, 1961, 6, 14, 16, 26, 34, 42]]
[[996, 20, 10, 1974, 5, 8, 11, 13, 35, 49], [5185, 10, 7, 2012, 5, 8, 13, 35, 45, 49]]
[[1005, 24, 11, 1974, 4, 18, 24, 30, 35, 36], [5430, 1, 2, 2014, 4, 18, 24, 30, 36, 37]]
[[1017, 5, 1, 1975, 13, 15, 20, 29, 31, 35], [1322, 11, 12, 1977, 13, 15, 16, 29, 31, 35]]
[[1041, 30, 3, 1975, 2, 22, 30, 31, 34, 43], [1252, 10, 4, 1977, 2, 15, 22, 30, 31, 34]]
[[1043, 6, 4, 1975, 16, 20, 32, 33, 43, 46], [2664, 20, 10, 1990, 20, 27, 32, 33, 43, 46]]
[[1045, 13, 4, 1975, 7, 8, 16, 37, 45, 47], [1247, 20, 3, 1977, 7, 8, 16, 37, 38, 47], [1961, 22, 1, 1984, 8, 16, 22, 37, 45, 47]]
[[1046, 20, 4, 1975, 2, 4, 26, 27, 32, 48], [3854, 13, 3, 2002, 2, 4, 27, 30, 32, 48]]
[[1056, 25, 5, 1975, 19, 22, 25, 32, 40, 46], [4931, 25, 11, 2010, 19, 22, 25, 28, 40, 46]]
[[1067, 29, 6, 1975, 2, 3, 8, 17, 29, 33], [2452, 8, 10, 1988, 2, 3, 8, 29, 33, 43]]
[[1107, 16, 11, 1975, 25, 28, 30, 31, 35, 42], [3230, 20, 3, 1996, 25, 28, 30, 31, 42, 44]]
[[1109, 23, 11, 1975, 8, 27, 30, 41, 44, 49], [5113, 24, 1, 2012, 27, 30, 41, 42, 44, 49]]
[[1111, 30, 11, 1975, 4, 24, 34, 40, 44, 47], [5945, 18, 5, 2017, 4, 17, 24, 34, 40, 47]]
[[1115, 14, 12, 1975, 10, 19, 30, 32, 39, 44], [1282, 24, 7, 1977, 19, 27, 30, 32, 39, 44]]
[[1123, 11, 1, 1976, 17, 20, 24, 30, 36, 41], [3862, 10, 4, 2002, 1, 17, 20, 30, 36, 41]]
[[1125, 18, 1, 1976, 11, 20, 21, 29, 38, 47], [1384, 16, 7, 1978, 3, 11, 20, 29, 38, 47]]
[[1127, 25, 1, 1976, 2, 12, 17, 21, 30, 38], [1405, 24, 9, 1978, 2, 17, 21, 30, 38, 49]]
[[1132, 15, 2, 1976, 4, 9, 14, 24, 44, 45], [3689, 12, 8, 2000, 4, 9, 24, 39, 44, 45]]
[[1147, 4, 4, 1976, 3, 21, 32, 34, 36, 37], [2127, 24, 8, 1985, 3, 21, 24, 34, 36, 37]]
[[1160, 23, 5, 1976, 15, 24, 33, 41, 42, 43], [3846, 13, 2, 2002, 1, 15, 24, 33, 42, 43]]
[[1175, 11, 7, 1976, 1, 2, 5, 12, 23, 36], [131, 16, 8, 1959, 1, 2, 4, 5, 23, 36]]
[[1183, 8, 8, 1976, 10, 21, 26, 33, 35, 41], [1899, 19, 6, 1983, 2, 10, 21, 26, 35, 41]]
[[1186, 22, 8, 1976, 27, 34, 35, 38, 39, 45], [79, 17, 8, 1958, 34, 35, 37, 38, 39, 45]]
[[1204, 24, 10, 1976, 2, 7, 15, 17, 22, 40], [3338, 2, 4, 1997, 7, 15, 17, 22, 40, 45]]
[[1219, 12, 12, 1976, 12, 24, 26, 28, 39, 46], [2591, 3, 2, 1990, 5, 12, 24, 26, 39, 46]]
[[1242, 6, 3, 1977, 11, 19, 29, 31, 36, 49], [2944, 23, 6, 1993, 19, 27, 29, 31, 36, 49]]
[[1247, 20, 3, 1977, 7, 8, 16, 37, 38, 47], [1045, 13, 4, 1975, 7, 8, 16, 37, 45, 47]]
[[1250, 3, 4, 1977, 24, 30, 33, 36, 37, 46], [4582, 2, 9, 2008, 24, 26, 33, 36, 37, 46]]
[[1252, 10, 4, 1977, 2, 15, 22, 30, 31, 34], [1041, 30, 3, 1975, 2, 22, 30, 31, 34, 43]]
[[1254, 17, 4, 1977, 8, 22, 25, 28, 35, 39], [2389, 27, 2, 1988, 8, 15, 22, 25, 28, 39]]
[[1263, 15, 5, 1977, 5, 8, 19, 32, 41, 46], [5020, 21, 6, 2011, 2, 5, 19, 32, 41, 46]]
[[1270, 12, 6, 1977, 2, 7, 8, 11, 39, 41], [54, 16, 2, 1958, 2, 8, 11, 39, 41, 45]]
[[1279, 10, 7, 1977, 19, 24, 25, 37, 40, 42], [5156, 3, 5, 2012, 18, 19, 24, 25, 40, 42]]
[[1282, 24, 7, 1977, 19, 27, 30, 32, 39, 44], [1115, 14, 12, 1975, 10, 19, 30, 32, 39, 44]]
[[1298, 18, 9, 1977, 3, 4, 26, 28, 33, 38], [5735, 14, 1, 2016, 3, 4, 8, 26, 33, 38]]
[[1303, 2, 10, 1977, 23, 28, 34, 39, 40, 46], [1805, 25, 7, 1982, 1, 23, 28, 39, 40, 46]]
[[1311, 30, 10, 1977, 17, 23, 24, 38, 39, 42], [2399, 2, 4, 1988, 23, 24, 38, 39, 41, 42]]
[[1322, 11, 12, 1977, 13, 15, 16, 29, 31, 35], [1017, 5, 1, 1975, 13, 15, 20, 29, 31, 35]]
[[1332, 15, 1, 1978, 20, 28, 29, 42, 44, 46], [3398, 29, 10, 1997, 9, 20, 29, 42, 44, 46]]
[[1355, 2, 4, 1978, 16, 17, 23, 24, 27, 33], [5372, 19, 9, 2013, 5, 16, 17, 23, 24, 33]]
[[1360, 23, 4, 1978, 11, 24, 27, 39, 40, 42], [1413, 22, 10, 1978, 15, 24, 27, 39, 40, 42], [4624, 9, 12, 2008, 11, 22, 24, 27, 40, 42]]
[[1362, 30, 4, 1978, 14, 27, 33, 42, 43, 49], [830, 13, 8, 1972, 14, 15, 27, 42, 43, 49], [2676, 1, 12, 1990, 17, 27, 33, 42, 43, 49], [5439, 22, 2, 2014, 14, 27, 33, 43, 48, 49]]
[[1365, 7, 5, 1978, 2, 9, 19, 23, 32, 40], [2206, 31, 5, 1986, 2, 19, 23, 31, 32, 40]]
[[1371, 28, 5, 1978, 1, 14, 19, 28, 32, 38], [4402, 13, 6, 2007, 1, 14, 19, 27, 28, 38]]
[[1380, 2, 7, 1978, 1, 14, 34, 36, 38, 44], [6208, 22, 1, 2019, 1, 10, 14, 36, 38, 44]]
[[1384, 16, 7, 1978, 3, 11, 20, 29, 38, 47], [1125, 18, 1, 1976, 11, 20, 21, 29, 38, 47]]
[[1387, 23, 7, 1978, 18, 22, 23, 26, 28, 48], [500, 28, 8, 1966, 18, 22, 23, 26, 28, 41]]
[[1393, 13, 8, 1978, 9, 27, 34, 36, 40, 46], [2786, 18, 12, 1991, 9, 26, 27, 34, 36, 46]]
[[1405, 24, 9, 1978, 2, 17, 21, 30, 38, 49], [1127, 25, 1, 1976, 2, 12, 17, 21, 30, 38]]
[[1410, 15, 10, 1978, 5, 15, 25, 26, 40, 42], [4425, 1, 9, 2007, 5, 15, 21, 25, 26, 40]]
[[1413, 22, 10, 1978, 15, 24, 27, 39, 40, 42], [1360, 23, 4, 1978, 11, 24, 27, 39, 40, 42]]
[[1418, 12, 11, 1978, 2, 9, 23, 36, 44, 45], [2782, 4, 12, 1991, 9, 23, 36, 44, 45, 47]]
[[1420, 19, 11, 1978, 13, 22, 25, 34, 38, 45], [2862, 9, 9, 1992, 22, 25, 34, 38, 45, 46]]
[[1432, 31, 12, 1978, 3, 18, 19, 28, 33, 47], [4602, 18, 10, 2008, 3, 6, 18, 19, 28, 33], [4733, 20, 8, 2009, 3, 5, 18, 19, 33, 47]]
[[1475, 27, 5, 1979, 1, 7, 16, 29, 32, 39], [3852, 6, 3, 2002, 7, 14, 16, 29, 32, 39]]
[[1477, 3, 6, 1979, 2, 14, 24, 26, 36, 40], [6172, 30, 10, 2018, 2, 14, 22, 24, 26, 36]]
[[1481, 17, 6, 1979, 13, 15, 16, 25, 29, 37], [594, 2, 6, 1968, 13, 15, 25, 29, 37, 40]]
[[1486, 8, 7, 1979, 5, 12, 27, 29, 30, 49], [5264, 10, 1, 2013, 5, 21, 27, 29, 30, 49]]
[[1501, 26, 8, 1979, 11, 19, 27, 31, 43, 45], [4372, 28, 2, 2007, 4, 11, 19, 27, 43, 45]]
[[1506, 16, 9, 1979, 3, 6, 8, 18, 19, 26], [2918, 24, 3, 1993, 3, 6, 8, 14, 18, 26]]
[[1513, 7, 10, 1979, 4, 19, 24, 36, 38, 43], [1617, 5, 10, 1980, 4, 24, 32, 36, 38, 43]]
[[1524, 18, 11, 1979, 8, 20, 30, 36, 40, 47], [3562, 26, 5, 1999, 8, 20, 30, 39, 40, 47]]
[[1546, 3, 2, 1980, 14, 15, 24, 26, 42, 49], [3366, 9, 7, 1997, 9, 14, 15, 26, 42, 49]]
[[1551, 17, 2, 1980, 17, 22, 31, 34, 39, 46], [800, 20, 2, 1972, 20, 22, 31, 34, 39, 46]]
[[1570, 27, 4, 1980, 3, 9, 15, 34, 36, 47], [2454, 15, 10, 1988, 9, 15, 26, 34, 36, 47]]
[[1572, 4, 5, 1980, 3, 4, 18, 19, 39, 43], [5146, 10, 4, 2012, 3, 4, 18, 20, 39, 43]]
[[1579, 25, 5, 1980, 2, 16, 37, 38, 45, 48], [5225, 11, 10, 2012, 2, 4, 16, 37, 38, 48]]
[[1588, 29, 6, 1980, 2, 3, 26, 30, 42, 45], [5360, 22, 8, 2013, 2, 3, 17, 26, 30, 42]]
[[1589, 29, 6, 1980, 5, 15, 18, 24, 28, 44], [4013, 20, 9, 2003, 5, 15, 18, 21, 24, 28]]
[[1590, 6, 7, 1980, 2, 3, 22, 31, 36, 44], [4607, 30, 10, 2008, 2, 22, 31, 36, 44, 46]]
[[1601, 10, 8, 1980, 4, 7, 22, 23, 31, 45], [1833, 31, 10, 1982, 3, 4, 7, 23, 31, 45]]
[[1604, 24, 8, 1980, 2, 15, 17, 24, 25, 43], [3660, 3, 5, 2000, 2, 15, 17, 24, 40, 43]]
[[1605, 24, 8, 1980, 14, 21, 38, 40, 42, 44], [5921, 23, 3, 2017, 14, 21, 32, 38, 42, 44]]
[[1612, 21, 9, 1980, 2, 3, 20, 23, 31, 47], [3143, 20, 5, 1995, 2, 3, 4, 20, 31, 47]]
[[1614, 28, 9, 1980, 21, 22, 25, 26, 42, 44], [4144, 22, 12, 2004, 21, 22, 25, 26, 36, 44]]
[[1617, 5, 10, 1980, 4, 24, 32, 36, 38, 43], [1513, 7, 10, 1979, 4, 19, 24, 36, 38, 43]]
[[1620, 19, 10, 1980, 9, 16, 27, 30, 47, 49], [1639, 21, 12, 1980, 9, 16, 30, 34, 47, 49], [2798, 29, 1, 1992, 9, 14, 16, 27, 47, 49]]
[[1627, 9, 11, 1980, 6, 10, 12, 22, 30, 46], [5283, 23, 2, 2013, 6, 10, 12, 22, 30, 45], [5331, 15, 6, 2013, 6, 10, 12, 22, 30, 37]]
[[1637, 14, 12, 1980, 13, 15, 20, 29, 30, 49], [756, 30, 5, 1971, 13, 15, 20, 29, 40, 49]]
[[1639, 21, 12, 1980, 9, 16, 30, 34, 47, 49], [1620, 19, 10, 1980, 9, 16, 27, 30, 47, 49]]
[[1668, 5, 4, 1981, 17, 21, 31, 35, 39, 41], [4703, 11, 6, 2009, 21, 23, 31, 35, 39, 41]]
[[1674, 26, 4, 1981, 1, 21, 27, 31, 33, 41], [6036, 16, 12, 2017, 1, 13, 27, 31, 33, 41]]
[[1675, 26, 4, 1981, 11, 13, 29, 30, 44, 46], [5458, 8, 4, 2014, 11, 13, 17, 29, 30, 46]]
[[1678, 10, 5, 1981, 7, 9, 14, 27, 42, 45], [2138, 5, 10, 1985, 7, 9, 10, 14, 42, 45]]
[[1689, 14, 6, 1981, 1, 2, 5, 6, 11, 16], [2043, 3, 11, 1984, 1, 2, 5, 11, 16, 29]]
[[1690, 21, 6, 1981, 6, 19, 24, 28, 31, 35], [5086, 22, 11, 2011, 6, 9, 19, 28, 31, 35]]
[[1693, 28, 6, 1981, 17, 30, 31, 34, 45, 46], [1895, 5, 6, 1983, 17, 28, 30, 31, 34, 46]]
[[1704, 9, 8, 1981, 3, 11, 25, 29, 36, 45], [5479, 27, 5, 2014, 3, 11, 20, 29, 36, 45]]
[[1706, 16, 8, 1981, 1, 2, 4, 5, 10, 29], [2158, 14, 12, 1985, 1, 2, 4, 5, 10, 31]]
[[1710, 30, 8, 1981, 3, 8, 18, 19, 27, 36], [6108, 2, 6, 2018, 3, 8, 12, 19, 27, 36]]
[[1722, 11, 10, 1981, 3, 7, 22, 32, 41, 46], [6086, 12, 4, 2018, 3, 6, 7, 22, 32, 41]]
[[1726, 25, 10, 1981, 8, 14, 16, 20, 42, 46], [2556, 7, 10, 1989, 8, 14, 16, 20, 46, 49]]
[[1731, 8, 11, 1981, 8, 10, 16, 24, 29, 44], [4991, 14, 4, 2011, 5, 8, 10, 16, 24, 44]]
[[1738, 6, 12, 1981, 1, 17, 26, 28, 34, 38], [3773, 2, 6, 2001, 1, 17, 28, 34, 38, 43]]
[[1747, 3, 1, 1982, 5, 7, 17, 18, 19, 36], [252, 10, 12, 1961, 5, 7, 17, 19, 36, 39]]
[[1748, 10, 1, 1982, 7, 18, 30, 33, 44, 46], [391, 9, 8, 1964, 7, 18, 30, 31, 33, 46]]
[[1755, 31, 1, 1982, 11, 17, 19, 23, 38, 42], [5094, 10, 12, 2011, 11, 17, 23, 38, 42, 46]]
[[1779, 25, 4, 1982, 13, 19, 33, 36, 43, 49], [3088, 9, 11, 1994, 13, 19, 33, 36, 43, 48]]
[[1785, 16, 5, 1982, 6, 16, 29, 35, 38, 39], [4066, 24, 3, 2004, 6, 21, 29, 35, 38, 39]]
[[1793, 13, 6, 1982, 1, 2, 26, 37, 43, 44], [5800, 14, 6, 2016, 1, 2, 13, 26, 37, 44]]
[[1805, 25, 7, 1982, 1, 23, 28, 39, 40, 46], [1303, 2, 10, 1977, 23, 28, 34, 39, 40, 46]]
[[1814, 29, 8, 1982, 8, 10, 21, 29, 32, 41], [3331, 8, 3, 1997, 8, 10, 21, 32, 40, 41]]
[[1820, 19, 9, 1982, 5, 26, 29, 38, 43, 46], [1856, 23, 1, 1983, 5, 26, 29, 36, 38, 43]]
